Symbol,Date,Open,High,Low,Close,Adj Close,Volume
UPS,2022-12-30,174.25999450683594,174.85000610351562,171.88999938964844,173.83999633789062,172.32223510742188,1670900
UPS,2022-12-29,174.7899932861328,176.41000366210938,174.4199981689453,175.75,174.21556091308594,1369200
UPS,2022-12-28,177.0,177.47000122070312,173.3699951171875,173.61000061035156,172.09423828125,1455900
UPS,2022-12-27,177.08999633789062,177.82000732421875,175.6199951171875,176.92999267578125,175.38525390625,1294200
UPS,2022-12-23,175.9199981689453,177.19000244140625,174.16000366210938,177.00999450683594,175.4645538330078,1897600
UPS,2022-12-22,174.8000030517578,175.66000366210938,172.72000122070312,175.61000061035156,174.0767822265625,2626400
UPS,2022-12-21,176.35000610351562,176.97000122070312,174.27999877929688,176.67999267578125,175.13743591308594,2833000
UPS,2022-12-20,177.3300018310547,177.57000732421875,173.47000122070312,173.6300048828125,172.11407470703125,3062200
UPS,2022-12-19,178.00999450683594,179.9600067138672,176.55999755859375,178.42999267578125,176.8721466064453,3690200
UPS,2022-12-16,180.36000061035156,181.88999938964844,177.6199951171875,178.1999969482422,176.6441650390625,8241400
UPS,2022-12-15,181.5,182.3000030517578,179.41000366210938,181.2100067138672,179.62789916992188,3478300
UPS,2022-12-14,183.41000366210938,187.25,182.8000030517578,184.30999755859375,182.70082092285156,3188900
UPS,2022-12-13,187.99000549316406,188.58999633789062,181.92999267578125,183.85000610351562,182.24484252929688,3863700
UPS,2022-12-12,178.67999267578125,183.32000732421875,178.02000427246094,182.52999877929688,180.9363555908203,3214500
UPS,2022-12-09,179.25999450683594,180.13999938964844,177.3699951171875,177.63999938964844,176.08905029296875,3487100
UPS,2022-12-08,175.1300048828125,180.5500030517578,174.85000610351562,179.6300048828125,178.0616912841797,3109600
UPS,2022-12-07,174.39999389648438,177.0500030517578,173.99000549316406,174.6699981689453,173.14498901367188,5124300
UPS,2022-12-06,179.02000427246094,179.49000549316406,173.8800048828125,175.10000610351562,173.5712432861328,5598200
UPS,2022-12-05,188.0500030517578,188.08999633789062,180.58999633789062,181.16000366210938,179.5783233642578,5004700
UPS,2022-12-02,187.2899932861328,190.4600067138672,186.58999633789062,189.38999938964844,187.73646545410156,3661500
UPS,2022-12-01,189.5800018310547,191.60000610351562,188.38999938964844,190.19000244140625,188.52947998046875,3934700
UPS,2022-11-30,184.75,189.72999572753906,183.92999267578125,189.72999572753906,188.07350158691406,7146900
UPS,2022-11-29,183.99000549316406,185.19000244140625,182.25,184.88999938964844,183.2757568359375,3671400
UPS,2022-11-28,180.97000122070312,182.27999877929688,178.44000244140625,179.91000366210938,178.3392333984375,2043000
UPS,2022-11-25,183.64999389648438,183.88999938964844,182.2100067138672,182.52000427246094,180.92645263671875,912400
UPS,2022-11-23,183.36000061035156,183.92999267578125,182.7100067138672,182.83999633789062,181.24365234375,1583500
UPS,2022-11-22,181.47000122070312,182.88999938964844,180.47000122070312,182.74000549316406,181.14453125,2210300
UPS,2022-11-21,178.14999389648438,180.74000549316406,177.89999389648438,180.61000061035156,179.0331268310547,2465600
UPS,2022-11-18,178.50999450683594,179.22999572753906,176.75999450683594,178.97000122070312,177.40744018554688,3003000
UPS,2022-11-17,175.0,176.08999633789062,171.61000061035156,176.05999755859375,174.52284240722656,2517400
UPS,2022-11-16,180.36000061035156,180.4499969482422,175.89999389648438,177.05999755859375,175.5141143798828,2713500
UPS,2022-11-15,178.47000122070312,181.55999755859375,178.05999755859375,181.47000122070312,179.8856201171875,3105000
UPS,2022-11-14,178.11000061035156,181.49000549316406,177.72000122070312,177.7899932861328,176.23773193359375,3082500
UPS,2022-11-11,172.7100067138672,178.99000549316406,172.50999450683594,178.19000244140625,176.63426208496094,3851400
UPS,2022-11-10,167.5,172.35000610351562,167.5,172.32000732421875,170.8155059814453,3338900
UPS,2022-11-09,168.19000244140625,169.08999633789062,163.8800048828125,164.00999450683594,161.07131958007812,2687100
UPS,2022-11-08,169.8000030517578,171.32000732421875,167.64999389648438,168.7899932861328,165.7656707763672,2715600
UPS,2022-11-07,165.88999938964844,169.5800018310547,165.3800048828125,169.1300048828125,166.09957885742188,2624400
UPS,2022-11-04,166.00999450683594,166.4600067138672,162.61000061035156,165.69000244140625,162.7212371826172,2400900
UPS,2022-11-03,162.3300018310547,165.9199981689453,160.07000732421875,164.00999450683594,161.07131958007812,2671800
UPS,2022-11-02,166.14999389648438,170.61000061035156,164.5500030517578,164.5800018310547,161.63111877441406,2824000
UPS,2022-11-01,168.9600067138672,169.67999267578125,164.8000030517578,167.39999389648438,164.40057373046875,2454500
UPS,2022-10-31,166.1300048828125,169.7899932861328,165.4199981689453,167.77000427246094,164.76394653320312,2908900
UPS,2022-10-28,165.36000061035156,167.52000427246094,162.49000549316406,167.1699981689453,164.17471313476562,4771600
UPS,2022-10-27,169.92999267578125,170.64999389648438,166.08999633789062,166.49000549316406,163.50689697265625,3325300
UPS,2022-10-26,167.5,170.50999450683594,165.50999450683594,168.99000549316406,165.96209716796875,4819800
UPS,2022-10-25,172.27999877929688,174.8000030517578,166.52000427246094,167.0,164.00775146484375,7698800
UPS,2022-10-24,167.0500030517578,170.22999572753906,166.57000732421875,167.5500030517578,164.5478973388672,4471300
UPS,2022-10-21,161.6300048828125,166.0399932861328,161.02999877929688,165.5500030517578,162.583740234375,3161000
UPS,2022-10-20,164.66000366210938,165.22000122070312,160.32000732421875,160.97999572753906,158.09561157226562,2832600
UPS,2022-10-19,166.77999877929688,167.22999572753906,164.66000366210938,165.7899932861328,162.81942749023438,2129900
UPS,2022-10-18,167.47999572753906,168.75,164.6199951171875,166.99000549316406,163.99794006347656,2282500
UPS,2022-10-17,164.22999572753906,166.1199951171875,163.72999572753906,164.72000122070312,161.7686004638672,2274700
UPS,2022-10-14,164.57000732421875,165.55999755859375,161.47999572753906,161.67999267578125,158.78306579589844,1936400
UPS,2022-10-13,156.11000061035156,164.82000732421875,154.8699951171875,163.66000366210938,160.72760009765625,2574100
UPS,2022-10-12,159.89999389648438,161.72999572753906,158.99000549316406,159.47999572753906,156.6224822998047,2229200
UPS,2022-10-11,159.3800048828125,161.22999572753906,158.4600067138672,159.41000366210938,156.5537567138672,2164600
UPS,2022-10-10,161.0399932861328,161.8000030517578,158.39999389648438,159.74000549316406,156.87783813476562,3141700
UPS,2022-10-07,163.9600067138672,164.00999450683594,158.33999633789062,159.13999938964844,156.28858947753906,3491000
UPS,2022-10-06,167.3699951171875,168.42999267578125,164.72000122070312,165.60000610351562,162.63284301757812,2375000
UPS,2022-10-05,167.0500030517578,169.8800048828125,166.69000244140625,167.92999267578125,164.92108154296875,2811400
UPS,2022-10-04,165.60000610351562,169.13999938964844,164.97000122070312,168.88999938964844,165.8638916015625,3414500
UPS,2022-10-03,160.6300048828125,164.55999755859375,159.4199981689453,163.08999633789062,160.1678009033203,3494500
UPS,2022-09-30,164.9600067138672,165.32000732421875,161.52000427246094,161.5399932861328,158.64556884765625,2823300
UPS,2022-09-29,166.32000732421875,166.7100067138672,163.75,165.32000732421875,162.35784912109375,2494900
UPS,2022-09-28,165.27999877929688,168.17999267578125,164.39999389648438,167.1199951171875,164.12559509277344,2958100
UPS,2022-09-27,163.5399932861328,166.08999633789062,162.5,164.77000427246094,161.8177032470703,3371200
UPS,2022-09-26,163.33999633789062,163.9499969482422,160.11000061035156,161.75,158.85182189941406,4163600
UPS,2022-09-23,164.8800048828125,165.66000366210938,161.89999389648438,164.3300018310547,161.38558959960938,4252800
UPS,2022-09-22,171.8300018310547,171.85000610351562,167.72000122070312,167.86000061035156,164.8523406982422,5238500
UPS,2022-09-21,177.0800018310547,179.5800018310547,173.77000427246094,173.8300018310547,170.7153778076172,3162900
UPS,2022-09-20,178.36000061035156,178.72000122070312,174.64999389648438,175.67999267578125,172.53221130371094,2827400
UPS,2022-09-19,176.30999755859375,180.39999389648438,175.64999389648438,180.02999877929688,176.8042755126953,3018000
UPS,2022-09-16,177.6699981689453,178.74000549316406,173.1999969482422,176.7100067138672,173.5437774658203,12562000
UPS,2022-09-15,190.72999572753906,191.1699981689453,184.5800018310547,185.0,181.6852264404297,4041800
UPS,2022-09-14,192.83999633789062,193.36000061035156,189.60000610351562,190.9600067138672,187.53843688964844,2608300
UPS,2022-09-13,196.16000366210938,197.67999267578125,192.13999938964844,192.7100067138672,189.25709533691406,2382500
UPS,2022-09-12,199.5500030517578,200.9600067138672,199.5,200.1699981689453,196.5834197998047,2382600
UPS,2022-09-09,197.57000732421875,199.41000366210938,197.13999938964844,198.69000244140625,195.1299285888672,1748000
UPS,2022-09-08,195.24000549316406,196.5500030517578,193.5800018310547,196.1300048828125,192.61581420898438,2166300
UPS,2022-09-07,194.89999389648438,197.10000610351562,192.9199981689453,196.2899932861328,192.77293395996094,2902300
UPS,2022-09-06,194.7899932861328,196.1999969482422,191.30999755859375,195.9600067138672,192.44886779785156,3760600
UPS,2022-09-02,199.4199981689453,199.97000122070312,194.33999633789062,196.0500030517578,192.53724670410156,2665100
UPS,2022-09-01,194.3800048828125,197.08999633789062,193.11000061035156,196.61000061035156,193.08721923828125,2343300
UPS,2022-08-31,195.22000122070312,196.17999267578125,194.02000427246094,194.50999450683594,191.0248260498047,2627700
UPS,2022-08-30,197.6699981689453,198.41000366210938,194.6199951171875,195.0500030517578,191.55516052246094,2238000
UPS,2022-08-29,198.27999877929688,199.52999877929688,197.19000244140625,197.27000427246094,193.73538208007812,1928000
UPS,2022-08-26,204.8800048828125,205.6999969482422,198.8699951171875,198.92999267578125,195.36563110351562,2203900
UPS,2022-08-25,203.67999267578125,205.0399932861328,202.50999450683594,205.0,201.32687377929688,1984400
UPS,2022-08-24,203.89999389648438,205.08999633789062,202.8699951171875,203.0399932861328,199.40199279785156,2024000
UPS,2022-08-23,206.58999633789062,207.64999389648438,204.44000244140625,205.27000427246094,201.592041015625,2088000
UPS,2022-08-22,205.5,207.63999938964844,205.1699981689453,206.39999389648438,202.70179748535156,3593500
UPS,2022-08-19,208.91000366210938,209.38999938964844,206.74000549316406,208.42999267578125,204.69541931152344,2704300
UPS,2022-08-18,204.38999938964844,208.22000122070312,204.00999450683594,208.0500030517578,204.3222198486328,1913900
UPS,2022-08-17,202.49000549316406,206.1199951171875,202.35000610351562,204.97999572753906,201.30723571777344,1767300
UPS,2022-08-16,204.25999450683594,207.6999969482422,203.77999877929688,206.35000610351562,202.65269470214844,2296000
UPS,2022-08-15,203.83999633789062,206.11000061035156,203.2899932861328,205.8800048828125,202.1911163330078,1618200
UPS,2022-08-12,202.5399932861328,204.99000549316406,201.6300048828125,204.88999938964844,201.21885681152344,1883100
UPS,2022-08-11,203.36000061035156,205.89999389648438,201.75,204.42999267578125,199.27432250976562,2730600
UPS,2022-08-10,199.77000427246094,202.6699981689453,199.00999450683594,202.3699951171875,197.26626586914062,2791400
UPS,2022-08-09,196.47000122070312,197.52999877929688,195.22000122070312,196.64999389648438,191.69052124023438,2022400
UPS,2022-08-08,197.86000061035156,199.0399932861328,195.61000061035156,196.08999633789062,191.1446533203125,2102500
UPS,2022-08-05,193.4499969482422,196.91000366210938,193.4499969482422,196.75999450683594,191.79776000976562,1785900
UPS,2022-08-04,192.6999969482422,194.63999938964844,191.60000610351562,194.52000427246094,189.61424255371094,1627300
UPS,2022-08-03,194.69000244140625,195.33999633789062,192.75999450683594,193.4199981689453,188.5419921875,1916700
UPS,2022-08-02,194.52000427246094,194.97000122070312,191.94000244140625,193.52999877929688,188.6492156982422,2075100
UPS,2022-08-01,193.0800018310547,195.82000732421875,192.9199981689453,195.33999633789062,190.41357421875,2086100
UPS,2022-07-29,188.5500030517578,195.72999572753906,187.97999572753906,194.88999938964844,189.97491455078125,4093100
UPS,2022-07-28,184.66000366210938,189.07000732421875,183.8000030517578,188.24000549316406,183.4926300048828,2452500
UPS,2022-07-27,182.88999938964844,185.02999877929688,180.05999755859375,183.89999389648438,179.2620849609375,2739300
UPS,2022-07-26,179.25,183.83999633789062,178.66000366210938,181.52999877929688,176.9518585205078,4961000
UPS,2022-07-25,188.9600067138672,189.92999267578125,186.9600067138672,187.91000366210938,183.17095947265625,2816100
UPS,2022-07-22,188.63999938964844,189.2899932861328,185.66000366210938,187.97999572753906,183.2391815185547,2255200
UPS,2022-07-21,186.9499969482422,188.13999938964844,185.8300018310547,187.00999450683594,182.2936553955078,2320100
UPS,2022-07-20,185.85000610351562,187.5,184.27000427246094,186.85000610351562,182.1376953125,1754800
UPS,2022-07-19,181.25,185.9499969482422,181.24000549316406,185.80999755859375,181.12391662597656,2710800
UPS,2022-07-18,182.3300018310547,183.89999389648438,179.72999572753906,180.0800018310547,175.53843688964844,2289200
UPS,2022-07-15,180.57000732421875,182.80999755859375,180.57000732421875,182.58999633789062,177.98512268066406,5014100
UPS,2022-07-14,176.92999267578125,178.47999572753906,175.1300048828125,178.27999877929688,173.78382873535156,2487000
UPS,2022-07-13,178.42999267578125,181.0,176.22999572753906,177.9199981689453,173.4329071044922,2414400
UPS,2022-07-12,181.52999877929688,182.49000549316406,178.05999755859375,179.3699951171875,174.84632873535156,4207600
UPS,2022-07-11,183.72000122070312,186.82000732421875,183.72000122070312,184.63999938964844,179.98341369628906,2275900
UPS,2022-07-08,185.7100067138672,186.3000030517578,183.08999633789062,185.39999389648438,180.7242431640625,1938200
UPS,2022-07-07,185.92999267578125,187.00999450683594,183.02999877929688,186.19000244140625,181.4943389892578,2961800
UPS,2022-07-06,184.77999877929688,185.9600067138672,182.7100067138672,185.1699981689453,180.50006103515625,2005000
UPS,2022-07-05,182.2899932861328,184.97000122070312,181.72999572753906,184.6300048828125,179.9736785888672,2471800
UPS,2022-07-01,181.77999877929688,186.11000061035156,181.50999450683594,184.99000549316406,180.32460021972656,2962500
UPS,2022-06-30,178.91000366210938,183.88999938964844,177.57000732421875,182.5399932861328,177.93637084960938,3728200
UPS,2022-06-29,180.3300018310547,181.6199951171875,177.6699981689453,181.1300048828125,176.56195068359375,2101000
UPS,2022-06-28,182.75999450683594,185.27999877929688,179.50999450683594,179.9199981689453,175.38246154785156,2380800
UPS,2022-06-27,184.85000610351562,184.9600067138672,181.0500030517578,181.80999755859375,177.22479248046875,1902300
UPS,2022-06-24,180.77000427246094,184.6199951171875,180.77000427246094,183.3000030517578,178.67723083496094,4826400
UPS,2022-06-23,177.3699951171875,179.00999450683594,175.24000549316406,178.6300048828125,174.125,2923600
UPS,2022-06-22,172.8699951171875,176.80999755859375,172.3699951171875,176.14999389648438,171.70753479003906,2671000
UPS,2022-06-21,172.63999938964844,175.0,172.4199981689453,174.5,170.09915161132812,2845800
UPS,2022-06-17,171.4600067138672,173.7100067138672,169.4600067138672,171.07000732421875,166.7556610107422,7578300
UPS,2022-06-16,171.13999938964844,173.2899932861328,170.74000549316406,172.19000244140625,167.847412109375,3355500
UPS,2022-06-15,175.10000610351562,180.0800018310547,173.44000244140625,175.8800048828125,171.44436645507812,3465100
UPS,2022-06-14,174.0500030517578,177.97000122070312,172.0399932861328,174.16000366210938,169.76773071289062,3925500
UPS,2022-06-13,170.8300018310547,174.8800048828125,169.5,172.72000122070312,168.36404418945312,4302900
UPS,2022-06-10,173.3000030517578,175.0,171.83999633789062,173.0500030517578,168.6857147216797,3220600
UPS,2022-06-09,179.0,181.39999389648438,176.49000549316406,176.5500030517578,172.0974578857422,2891600
UPS,2022-06-08,182.5399932861328,183.25,177.99000549316406,179.44000244140625,174.91456604003906,3592200
UPS,2022-06-07,184.85000610351562,186.00999450683594,182.2100067138672,185.50999450683594,180.83148193359375,2984000
UPS,2022-06-06,186.8800048828125,188.8800048828125,186.5399932861328,187.11000061035156,182.39112854003906,2649200
UPS,2022-06-03,182.3699951171875,185.5399932861328,182.07000732421875,185.49000549316406,180.81199645996094,3802200
UPS,2022-06-02,182.19000244140625,184.08999633789062,180.2100067138672,184.07000732421875,179.42779541015625,2317800
UPS,2022-06-01,182.24000549316406,183.99000549316406,179.35000610351562,180.22999572753906,175.6846466064453,3253800
